SREN;
GMG;
DTE;
CPRT;
ANSS;
MOS;
VWS;
MKC;
HEXA B;
ENPH;
VMC;
8591;
FMG;
FANG;
NET;
ABC;
9983;
CDW;
LH;
NA;
AEE;
FE;
TSCO;
PHIA;
ORA;
IFC;
ETR;
SAMPO;
ASSA B;
SSE;
PGHN;
CERN;
CHD;
CLNX;
ZM;
MLM;
IT;
WST;
ERIC B;
STE;
ITX;
URI;
ALGN;
EOAN;
2914;
LR;
SYF;
LEN;
VOLV B;
VMW;
VTR;
GWW;
MRK;
PPL;
AHT;
INVH;
7751;
FTS;
MAA;
BBY;
MTCH;
CF;
ENGI;
EXPE;
REP;
NTRS;
DBK;
FTV;
SWK;
WPL;
PPL;
GMAB;
ML;
RF;
4901;
G;
AV.;
HPE;
669;
WAT;
MDB;
ULTA;
BFB;
ESS;
CFG;
SOON;
AMCR;
MPWR;
SAND;
HBAN;
6752;
BT.A;
WPM;
CEG;
CMS;
TEP;
GEBN;
DOV;
DRE;
ORSTED;
SPLK;
6301;
CSGN;
5108;
6503;
TECK.B;
FLT;
CINF;
ZBRA;
PFG;
HZNP;
TWLO;
TDY;
8750;
SUI;
RJF;
GLE;
KEY;
GPC;
HOLX;
NESTE;
WDC;
4911;
STLD;
8802;
IR;
8801;
SLHN;
PCG;
4452;
RCI.B;
MT;
IMB;
EXPD;
7733;
CNP;
J;
VRSN;
SWKS;
UCG;
NDAQ;
823;
VIE;
MKL;
ACGL;
EVO;
TER;
LGEN;
STAN;
PARA;
CLX;
4519;
6971;
BXP;
MOH;
DNB;
16;
IP;
SGEN;
UPM;
FLTR;
GRMN;
STO;
COO;
RCL;
SEB A;
4543;
8002;
6502;
MG;
1;
GIB.A;
OKTA;
VFC;
APO;
9020;
STX;
CAH;
CAG;
TRMB;
BR;
PEAK;
COL;
6178;
PKI;
EPAM;
UMG;
NTAP;
KYGA;
2;
HUBS;
K;
PLTR;
CTLT;
9022;
CE;
SGRO;
BG;
DOCU;
TOU;
ZS;
DRI;
KBC;
AVTR;
6326;
4507;
WAB;
DGX;
AKAM;
ALNY;
PODD;
PAYC;
OMC;
2502;
8053;
POOL;
TRU;
CHF;
COLO B;
Z74;
TRI;
FM;
SCMN;
PKG;
GNRC;
LYV;
AKZA;
ENTG;
NVR;
GBP;
XYL;
LBRDK;
FMC;
MAERSK B;
KNIN;
KMX;
ESSITY B;
DOL;
EVRG;
TXT;
BMRN;
TYL;
IRM;
MGM;
UDR;
POW;
SSNC;
ALLY;
NCM;
NWG;
HRL;
KIM;
KNEBV;
INCY;
S32;
AVY;
ZI;
TECH;
QSR;
LNT;
IEX;
III;
ATO;
L;
CCK;
CPT;
WPC;
27;
ZEN;
HWM;
NLOK;
EMN;
FDS;
JBHT;
SJM;
SBNY;
WPP;
RPRX;
SHL;
WRB;
ATCO B;
LKQ;
2388;
HST;
BRO;
FRE;
FFH;
CCL;
6723;
SY1;
CHRW;
BBWI;
CNHI;
AES;
1113;
TTWO;
EMA;
LDOS;
11;
2413;
JKHY;
WRK;
8113;
BURL;
ASM;
SGSN;
L;
SEDG;
SHB A;
SN.;
CZR;
ALL;
CABK;
SWED A;
NZYM B;
USD;
8630;
5401;
GDDY;
MAS;
ETSY;
PUB;
RO;
4578;
DELL;
UCB;
KRX;
IPG;
HO;
ACA;
PINS;
NN;
TFX;
ELS;
CA;
WSP;
CHKP;
ABMD;
QRVO;
8725;
PTC;
MRU;
ARGX;
LVS;
NIBE B;
EPI A;
AAP;
BILL;
IMO;
JHX;
SJR.B;
RTO;
CRDA;
BNZL;
9735;
5713;
DPZ;
1925;
VTRS;
J36;
7832;
NICE;
WHR;
QBE;
ROKU;
8604;
7309;
CRL;
SNA;
6762;
9101;
4523;
CARL B;
PAH3;
6857;
FER;
BAH;
FME;
HAS;
2503;
CGNX;
SWMA;
CBOE;
EDEN;
CTXS;
ERF;
PLUG;
HSIC;
KPN;
FWONK;
PHM;
FOXA;
7011;
ASX;
BKI;
7269;
NI;
3;
TLS;
SHL;
LNC;
ATL;
BNR;
DTG;
BIO;
IHG;
5020;
EQH;
MOWI;
2802;
1605;
EDP;
LOGN;
STMN;
FNF;
Y;
8267;
LUMI;
RHI;
VST;
LISN;
3407;
MPW;
NDSN;
TRN;
BAER;
HEN3;
REG;
RPM;
HLMA;
8309;
SCA B;
STERV;
4684;
AIZ;
TELIA;
MKTX;
SRG;
9613;
RHC;
ENT;
MTX;
3659;
BOL;
6;
OTEX;
T;
JNPR;
BXB;
RE;
WTRG;
ELAN;
FFIV;
FBHS;
6645;
EBS;
6869;
AENA;
ALLE;
QIA;
6920;
DANSKE;
INF;
COH;
AFG;
MTN;
CCEP;
UHS;
SK3;
FICO;
CCO;
EXAS;
SEE;
SPX;
TAP;
4307;
SUN;
GBLB;
4689;
OC;
SCG;
MONC;
LUMN;
ITRK;
4528;
NXT;
AGN;
GL;
CPB;
NLY;
TEL;
1928;
BEI;
6506;
SGE;
INVE A;
JAZZ;
APA;
7701;
BWA;
NRG;
7201;
HM B;
WLN;
CPU;
MHK;
MAERSK A;
SVT;
UU.;
SRT3;
WBS;
TEVA;
66;
HNR1;
XRAY;
VIV;
WN;
8308;
AQN;
H;
ARW;
HEIO;
URW;
NWL;
MNDI;
CHR;
HII;
8830;
PNR;
WFG;
DASH;
7270;
ORG;
VIFNE;
ARMK;
NBIX;
XRO;
YAR;
BARN;
DIM;
9104;
HEIA;
LUNE;
ZAL;
LBTYK;
RR.;
CDAY;
VACN;
5802;
4188;
PNDORA;
STJ;
IAG;
LISP;
UMI;
TRYG;
IMCD;
BVI;
4704;
ALFA;
DVA;
HEI;
PSN;
AOS;
TAH;
NWSA;
6701;
LCID;
LEA;
AGS;
FCNCA;
NHY;
BEN;
DXS;
FPH;
GWO;
ELISA;
C38U;
BALN;
PRY;
KNX;
FGR;
SGAFT;
GET;
SCHP;
9962;
9CI;
SPSN;
DT;
UGI;
CAD;
BRBY;
6988;
1COV;
AMC;
CTC.A;
WYNN;
ICL;
PUM;
OMV;
CAE;
ST;
DKK;
ROL;
EQT;
FBK;
EXO;
UHR;
DCC;
NST;
GIL;
8697;
9042;
NVCR;
Z;
ENR;
6201;
BSY;
EN;
ALO;
8601;
6479;
AUTO;
TEMN;
ANTO;
TW;
DISH;
SOLB;
NEXI;
SMIN;
POLI;
WU;
LSXMK;
LII;
PSON;
TEN;
LUV;
9531;
LEG;
DBX;
VER;
DAL;
FORTUM;
2269;
AKE;
EDV;
CON;
TFII;
3402;
SEIC;
WTB;
COUP;
BN4;
SGP;
TIH;
8952;
IVZ;
AVLR;
IAC;
RNG;
NPI;
7272;
VOW;
BSL;
MASI;
ABF;
9532;
MNG;
CCL.B;
AREIT;
1997;
W;
ENX;
2801;
GWRE;
9021;
8795;
ELE;
KESKOB;
HFG;
9503;
TEL2 B;
GETI B;
EPI B;
4005;
CBK;
4151;
SW;
CG;
RAND;
MIN;
9843;
GPT;
MB;
DSCT;
8473;
AER;
SIRI;
EMSN;
K;
7532;
ADEN;
8951;
ACS;
ADM;
HEN;
ALA;
SEK;
7202;
VNO;
AGNC;
EMBRAC B;
HEI;
1821;
9143;
LAND;
KGF;
CYBR;
AIA;
MGR;
MRO;
MPL;
9064;
TWODF;
SKF B;
9501;
4755;
LUN;
BDEV;
4324;
F34;
9005;
TWE;
288;
9502;
RIVN;
RBA;
NTGY;
ORK;
EDPR;
4612;
SPK;
SKA B;
BHC;
JMT;
8953;
5411;
G24;
G1A;
X;
3281;
LLC;
GALP;
ALD;
TDOC;
5938;
CABO;
LYFT;
H78;
DHER;
CPR;
AC;
EVK;
EMP.A;
IAG;
8015;
BKG;
6823;
6146;
2267;
6963;
KEY;
JMAT;
S68;
CLVT;
ABN;
AFRM;
5201;
ESLT;
6965;
PAAS;
3462;
UHAL;
FOX;
BLND;
C6L;
PTON;
6586;
AZJ;
OCDO;
SAP;
4204;
KBX;
3436;
GRF;
1928;
DKNG;
3064;
PHNX;
12;
LI;
GFC;
9007;
VCX;
PST;
7911;
EVN;
SBRY;
6448;
ELI;
AT1;
BEPC;
COIN;
1812;
ORI;
ABDN;
IVN;
FSV;
LHA;
AFX;
AMP;
6383;
4021;
RNO;
UPST;
EDF;
DEMANT;
MZTF;
REC;
TKWY;
BALD B;
AKRBP;
ONEX;
6724;
7752;
PKI;
ERIE;
CVNA;
9766;
SOF;
UBI;
NVAX;
17;
REA;
GFL;
4751;
LIFCO B;
GN;
1878;
6841;
S63;
1876;
KINV B;
WIX;
SEK;
SDR;
RCO;
WTC;
RUN;
7951;
BMW3;
3283;
GJF;
IPGP;
SOL;
NEM;
83;
5019;
AM;
V03;
ADP;
FR;
BOL;
4042;
CLN;
2587;
8954;
1802;
4185;
JD.;
5333;
6504;
BCE;
ORNBV;
U;
TXG;
8984;
IEL;
KGX;
M44U;
HL.;
CCH;
HIK;
3861;
1801;
MEL;
INDU C;
BIM;
QBR.B;
7261;
CU;
SOFI;
3626;
SGRE;
HUSQ B;
WRT1V;
SCHN;
CNP;
LBTYA;
IPN;
QAN;
1308;
9041;
LSXMA;
SAGA B;
7186;
COV;
BC8;
6806;
INW;
SECU B;
5332;
2127;
FDJ;
868;
AMUN;
7912;
G13;
ELUX B;
LATO B;
REH;
9697;
AUD;
LUND B;
1038;
GRAB;
9147;
2433;
BB;
KRNT;
LXS;
O2D;
4922;
3003;
VOLV A;
2897;
SK;
AVV;
4183;
9001;
AZRG;
CAR.UN;
NVEI;
1929;
7259;
AC;
UTDI;
4536;
CWN;
9602;
7182;
7747;
DIA;
REE;
REI.UN;
JDEP;
3769;
4062;
9008;
N2IU;
TIT;
VOE;
DMP;
RF;
101;
4967;
SGD;
8331;
RAA;
8355;
INDU A;
7276;
6845;
4768;
ZG;
4732;
1803;
LBRDA;
IGM;
8593;
CHWY;
7453;
PROX;
1972;
UHRN;
2181;
MF;
9684;
MCY;
6465;
6370;
5486;
9009;
2638;
EO;
4516;
7181;
3038;
RYM;
9202;
C09;
LSPD;
3288;
U14;
2702;
BANB;
ROCK B;
AMBU B;
7459;
HKD;
NOK;
19;
UN01;
BLDP;
SINCH;
3231;
2371;
ASAN;
FPE3;
HOOD;
2875;
3092;
COLR;
4091;
2002;
SGAFT;
9719;
6305;
4613;
4716;
FUTU;
9201;
5947;
ORP;
9435;
3291;
4182;
RBI;
4912;
SCHB;
2593;
ADE;
7205;
FVRR;
6923;
4739;
WEED;
3391;
2331;
SCHA;
2651;
3141;
3349;
ILS;
6005;
3635;
4385;
INMD;
6753;
INPST;
ENG;
MLCO;
4506;
NZD;
SGAFT;
4581;
2412;
8439;
4927;
SGAFT;
J85;
EUR;
ISCD;
ESM2;
-0;
TPM2;
VGM2;
Z M2;
